job_id,job_title,company,location,job_description,skills_required,label
302,Mobile App Developer,Zoom,Tabuk,We are looking for a mobile app developer with expertise in agile and python.,IoT development cryptography,0
303,DevOps Engineer,GitHub,Dammam,We are looking for a devops engineer with expertise in web development and network security.,Flask game development,0
304,Mobile App Developer,Facebook,Medina,We are looking for a mobile app developer with expertise in Tableau and python.,firewall Hadoop,0
305,Software Tester,Apple,Riyadh,We are looking for a software tester with expertise in cryptography and cryptography.,VMware Unix,1
306,Machine Learning Engineer,Electronic Arts,Riyadh,We are looking for a machine learning engineer with expertise in python and agile.,Kubernetes game development,1
307,Frontend Developer,Hewlett Packard,Taif,We are looking for a frontend developer with expertise in Linux and penetration testing.,Windows Server game development,1
308,Backend Developer,PayPal,Dammam,We are looking for a backend developer with expertise in Docker and Arduino.,agile Windows Server,1
309,Big Data Engineer,Twitter,Abha,We are looking for a big data engineer with expertise in agile and cloud computing.,javascript VMware,1
310,Cybersecurity Specialist,Yahoo,Abha,We are looking for a cybersecurity specialist with expertise in cybersecurity and Flask.,Java ethical hacking,1
311,System Administrator,Microsoft,Mecca,We are looking for a system administrator with expertise in ethical hacking and network security.,firewall SQL,0
312,Cybersecurity Specialist,SAP,Dammam,We are looking for a cybersecurity specialist with expertise in data analysis and neural networks.,database management Unity,0
313,Database Administrator,Google,Mecca,We are looking for a database administrator with expertise in R and Linux.,Unity cryptography,0
314,Game Developer,Amazon,Dammam,We are looking for a game developer with expertise in Selenium and Docker.,cloud computing network security,0
315,Game Developer,Snapchat,Riyadh,We are looking for a game developer with expertise in C++ and game development.,Kotlin Unity,0
316,Software Engineer,GitHub,Jeddah,We are looking for a software engineer with expertise in Tableau and SQL.,cloud computing ethical hacking,1
317,IoT Developer,Salesforce,Mecca,We are looking for a iot developer with expertise in blockchain and neural networks.,Flask ethical hacking,0
318,Data Scientist,Salesforce,Taif,We are looking for a data scientist with expertise in javascript and Kubernetes.,ethical hacking mobile app development,1
319,Network Engineer,Meta,Abha,We are looking for a network engineer with expertise in javascript and Django.,mobile app development C++,0
320,DevOps Engineer,PayPal,Taif,We are looking for a devops engineer with expertise in Hadoop and Kubernetes.,Django Tableau,1
321,Game Developer,Meta,Abha,We are looking for a game developer with expertise in data analysis and TensorFlow.,machine learning IoT development,0
322,Network Engineer,Hewlett Packard,Jubail,We are looking for a network engineer with expertise in Kotlin and ethical hacking.,Java cloud computing,0
323,Game Developer,Facebook,Medina,We are looking for a game developer with expertise in Spark and Tableau.,C++ TensorFlow,1
324,Data Scientist,Amazon,Khobar,We are looking for a data scientist with expertise in Arduino and Tableau.,data analysis Windows Server,1
325,Software Engineer,Salesforce,Tabuk,We are looking for a software engineer with expertise in Unity and blockchain.,SQL TensorFlow,1
326,Backend Developer,Apple,Jubail,We are looking for a backend developer with expertise in penetration testing and agile.,Unity web development,1
327,Web Developer,Yahoo,Tabuk,We are looking for a web developer with expertise in agile and Unix.,Selenium IoT development,0
328,Game Developer,Yahoo,Medina,We are looking for a game developer with expertise in cybersecurity and Django.,Tableau big data,0
329,Software Engineer,Dell,Riyadh,We are looking for a software engineer with expertise in Hadoop and javascript.,Kubernetes Arduino,0
330,Web Developer,Yahoo,Tabuk,We are looking for a web developer with expertise in web development and big data.,Ruby on Rails C++,0
331,IoT Developer,Google,Abha,We are looking for a iot developer with expertise in Ruby on Rails and Windows Server.,Unity Arduino,1
332,Software Engineer,Hewlett Packard,Khobar,We are looking for a software engineer with expertise in VMware and Arduino.,SQL cryptography,1
333,System Administrator,Intel,Abha,We are looking for a system administrator with expertise in Spark and Unity.,blockchain cybersecurity,1
334,Game Developer,Zoom,Jeddah,We are looking for a game developer with expertise in Linux and javascript.,mobile app development Ruby on Rails,1
335,AI Specialist,Salesforce,Khobar,We are looking for a ai specialist with expertise in Ruby on Rails and Java.,Hadoop software testing,0
336,Frontend Developer,Qualcomm,Jeddah,We are looking for a frontend developer with expertise in AWS and Unity.,AWS mobile app development,0
337,Penetration Tester,SAP,Jubail,We are looking for a penetration tester with expertise in cybersecurity and big data.,SQL C++,1
338,Mobile App Developer,Electronic Arts,Jeddah,We are looking for a mobile app developer with expertise in AWS and software testing.,database management Windows Server,1
339,DevOps Engineer,Red Hat,Jeddah,We are looking for a devops engineer with expertise in game development and C++.,Flask Unix,0
340,Network Security Analyst,Hewlett Packard,Taif,We are looking for a network security analyst with expertise in cybersecurity and neural networks.,Hadoop Selenium,0
341,Network Engineer,Dell,Khobar,We are looking for a network engineer with expertise in Selenium and python.,Selenium Tableau,1
342,Network Engineer,SAP,Jeddah,We are looking for a network engineer with expertise in web development and Docker.,Arduino Spark,0
343,Penetration Tester,Facebook,Mecca,We are looking for a penetration tester with expertise in software testing and neural networks.,R cloud computing,1
344,Game Developer,Zoom,Riyadh,We are looking for a game developer with expertise in Java and penetration testing.,Arduino Java,0
345,Penetration Tester,SAP,Tabuk,We are looking for a penetration tester with expertise in TensorFlow and Kotlin.,Java Ruby on Rails,1
346,Blockchain Developer,VMware,Khobar,We are looking for a blockchain developer with expertise in database management and penetration testing.,AWS Linux,0
347,Mobile App Developer,Qualcomm,Jubail,We are looking for a mobile app developer with expertise in blockchain and cryptography.,cloud computing javascript,0
348,Database Administrator,Red Hat,Khobar,We are looking for a database administrator with expertise in data analysis and javascript.,Flask penetration testing,1
349,Database Administrator,Twitter,Taif,We are looking for a database administrator with expertise in Windows Server and Spark.,Docker R,1
350,Frontend Developer,Cisco,Taif,We are looking for a frontend developer with expertise in web development and neural networks.,javascript Selenium,0
351,Blockchain Developer,Yahoo,Dammam,We are looking for a blockchain developer with expertise in web development and Unix.,cybersecurity Tableau,1
352,Big Data Engineer,SAP,Abha,We are looking for a big data engineer with expertise in Django and C++.,Ruby on Rails blockchain,0
353,Blockchain Developer,Twitter,Riyadh,We are looking for a blockchain developer with expertise in Unix and cryptography.,javascript C++,0
354,Blockchain Developer,Oracle,Riyadh,We are looking for a blockchain developer with expertise in Arduino and database management.,IoT development Arduino,1
355,Cybersecurity Specialist,Qualcomm,Jubail,We are looking for a cybersecurity specialist with expertise in big data and Hadoop.,data analysis Unix,0
356,Web Developer,Google,Riyadh,We are looking for a web developer with expertise in IoT development and Linux.,Arduino neural networks,1
357,Frontend Developer,Red Hat,Dammam,We are looking for a frontend developer with expertise in game development and python.,Tableau Kubernetes,1
358,Backend Developer,SAP,Khobar,We are looking for a backend developer with expertise in SQL and data analysis.,IoT development Arduino,1
359,Backend Developer,Intel,Abha,We are looking for a backend developer with expertise in neural networks and Linux.,database management Spark,1
360,Database Administrator,Oracle,Medina,We are looking for a database administrator with expertise in Java and neural networks.,game development javascript,1
361,Web Developer,PayPal,Abha,We are looking for a web developer with expertise in Flask and TensorFlow.,agile Linux,1
362,Machine Learning Engineer,SAP,Jeddah,We are looking for a machine learning engineer with expertise in Docker and IoT development.,web development Java,0
363,IoT Developer,IBM,Dammam,We are looking for a iot developer with expertise in Django and Hadoop.,network security neural networks,1
364,Database Administrator,Yahoo,Tabuk,We are looking for a database administrator with expertise in ethical hacking and C++.,big data Spark,1
365,Game Developer,Hewlett Packard,Riyadh,We are looking for a game developer with expertise in big data and cryptography.,javascript python,0
366,Mobile App Developer,Amazon,Tabuk,We are looking for a mobile app developer with expertise in neural networks and neural networks.,Tableau penetration testing,0
367,Mobile App Developer,IBM,Riyadh,We are looking for a mobile app developer with expertise in IoT development and Flask.,Unix C++,0
368,DevOps Engineer,Yahoo,Dammam,We are looking for a devops engineer with expertise in AWS and IoT development.,cybersecurity Selenium,1
369,Cybersecurity Specialist,Yahoo,Jeddah,We are looking for a cybersecurity specialist with expertise in Java and agile.,agile Flask,0
370,Network Security Analyst,Qualcomm,Riyadh,We are looking for a network security analyst with expertise in AWS and Selenium.,cybersecurity ethical hacking,1
371,Blockchain Developer,PayPal,Riyadh,We are looking for a blockchain developer with expertise in web development and Spark.,data analysis software testing,1
372,Cloud Architect,Amazon,Jeddah,We are looking for a cloud architect with expertise in VMware and cloud computing.,cybersecurity machine learning,0
373,AI Specialist,Hewlett Packard,Khobar,We are looking for a ai specialist with expertise in neural networks and web development.,Unix Kotlin,1
374,Cybersecurity Specialist,IBM,Medina,We are looking for a cybersecurity specialist with expertise in Flask and Django.,Django Tableau,1
375,Game Developer,SAP,Khobar,We are looking for a game developer with expertise in IoT development and Tableau.,Selenium agile,0
376,Software Engineer,Microsoft,Abha,We are looking for a software engineer with expertise in Unix and TensorFlow.,Windows Server IoT development,0
377,Cybersecurity Specialist,Salesforce,Medina,We are looking for a cybersecurity specialist with expertise in VMware and IoT development.,Flask IoT development,1
378,DevOps Engineer,Juniper Networks,Jeddah,We are looking for a devops engineer with expertise in ethical hacking and Kotlin.,IoT development cybersecurity,0
379,Database Administrator,Hewlett Packard,Abha,We are looking for a database administrator with expertise in Windows Server and Kotlin.,python TensorFlow,1
380,Web Developer,IBM,Taif,We are looking for a web developer with expertise in Hadoop and cybersecurity.,game development Linux,1
381,Backend Developer,Cisco,Medina,We are looking for a backend developer with expertise in Spark and penetration testing.,data analysis big data,0
382,DevOps Engineer,Cisco,Riyadh,We are looking for a devops engineer with expertise in python and mobile app development.,penetration testing Tableau,0
383,Data Scientist,Red Hat,Taif,We are looking for a data scientist with expertise in blockchain and blockchain.,cryptography game development,1
384,Software Engineer,Microsoft,Tabuk,We are looking for a software engineer with expertise in Windows Server and Tableau.,data analysis python,1
385,Game Developer,Facebook,Dammam,We are looking for a game developer with expertise in Kotlin and SQL.,cryptography web development,1
386,Cloud Architect,Facebook,Tabuk,We are looking for a cloud architect with expertise in firewall and VMware.,python Selenium,1
387,Blockchain Developer,Hewlett Packard,Tabuk,We are looking for a blockchain developer with expertise in Ruby on Rails and cybersecurity.,Selenium ethical hacking,0
388,Penetration Tester,Meta,Mecca,We are looking for a penetration tester with expertise in Unity and Kubernetes.,Linux web development,0
389,Penetration Tester,Salesforce,Abha,We are looking for a penetration tester with expertise in game development and cybersecurity.,Flask cryptography,1
390,Mobile App Developer,Facebook,Mecca,We are looking for a mobile app developer with expertise in machine learning and javascript.,penetration testing database management,0
391,Machine Learning Engineer,Salesforce,Khobar,We are looking for a machine learning engineer with expertise in Docker and C++.,Spark Unity,0
392,Web Developer,GitHub,Jubail,We are looking for a web developer with expertise in IoT development and VMware.,software testing cybersecurity,1
393,Cloud Architect,Microsoft,Riyadh,We are looking for a cloud architect with expertise in Selenium and Unity.,penetration testing network security,1
394,Machine Learning Engineer,Google,Taif,We are looking for a machine learning engineer with expertise in database management and game development.,TensorFlow R,0
395,Data Scientist,Google,Dammam,We are looking for a data scientist with expertise in Spark and data analysis.,Docker R,0
396,Machine Learning Engineer,Cisco,Abha,We are looking for a machine learning engineer with expertise in python and Arduino.,Kubernetes software testing,1
397,AI Specialist,Red Hat,Taif,We are looking for a ai specialist with expertise in Flask and Kubernetes.,TensorFlow C++,0
398,Cybersecurity Specialist,SAP,Jubail,We are looking for a cybersecurity specialist with expertise in AWS and VMware.,C++ Unity,0
399,Software Tester,Google,Medina,We are looking for a software tester with expertise in software testing and Ruby on Rails.,Java mobile app development,1
400,Blockchain Developer,Electronic Arts,Medina,We are looking for a blockchain developer with expertise in game development and blockchain.,Arduino Unix,1
401,DevOps Engineer,GitHub,Riyadh,We are looking for a devops engineer with expertise in neural networks and Spark.,Java web development,1
402,Frontend Developer,Google,Abha,We are looking for a frontend developer with expertise in Django and Unix.,game development VMware,1
403,Penetration Tester,Meta,Riyadh,We are looking for a penetration tester with expertise in Linux and Tableau.,firewall Spark,0
404,Network Security Analyst,Yahoo,Riyadh,We are looking for a network security analyst with expertise in IoT development and SQL.,Arduino C++,1
405,Mobile App Developer,Snapchat,Riyadh,We are looking for a mobile app developer with expertise in javascript and network security.,agile firewall,1
406,Software Tester,Salesforce,Jeddah,We are looking for a software tester with expertise in data analysis and SQL.,Django penetration testing,1
407,Mobile App Developer,Apple,Khobar,We are looking for a mobile app developer with expertise in database management and Linux.,AWS cloud computing,1
408,Web Developer,Yahoo,Abha,We are looking for a web developer with expertise in Hadoop and python.,machine learning firewall,0
409,Network Engineer,Snapchat,Jeddah,We are looking for a network engineer with expertise in Java and Arduino.,machine learning database management,0
410,DevOps Engineer,Meta,Taif,We are looking for a devops engineer with expertise in Kotlin and neural networks.,mobile app development IoT development,1
411,Web Developer,PayPal,Jubail,We are looking for a web developer with expertise in Java and Unix.,Java ethical hacking,1
412,IoT Developer,Apple,Tabuk,We are looking for a iot developer with expertise in R and Arduino.,Arduino AWS,1
413,Web Developer,LinkedIn,Mecca,We are looking for a web developer with expertise in cybersecurity and Hadoop.,agile Selenium,0
414,Web Developer,Juniper Networks,Riyadh,We are looking for a web developer with expertise in Kotlin and javascript.,Windows Server firewall,1
415,Network Engineer,Yahoo,Jeddah,We are looking for a network engineer with expertise in Flask and Unity.,cloud computing Spark,0
416,Penetration Tester,Meta,Abha,We are looking for a penetration tester with expertise in web development and penetration testing.,game development software testing,0
417,System Administrator,Google,Khobar,We are looking for a system administrator with expertise in software testing and Ruby on Rails.,Kotlin python,0
418,System Administrator,Red Hat,Jeddah,We are looking for a system administrator with expertise in mobile app development and agile.,cryptography Hadoop,0
419,Cloud Architect,Oracle,Medina,We are looking for a cloud architect with expertise in C++ and Linux.,Django network security,0
420,Web Developer,Oracle,Tabuk,We are looking for a web developer with expertise in R and Windows Server.,web development big data,1
421,System Administrator,Red Hat,Jubail,We are looking for a system administrator with expertise in Java and javascript.,Unix TensorFlow,0
422,Software Engineer,Zoom,Mecca,We are looking for a software engineer with expertise in python and ethical hacking.,software testing Ruby on Rails,0
423,Cloud Architect,Twitter,Abha,We are looking for a cloud architect with expertise in TensorFlow and Spark.,Flask network security,1
424,Software Engineer,Hewlett Packard,Riyadh,We are looking for a software engineer with expertise in big data and cybersecurity.,Kubernetes Flask,1
425,Full Stack Developer,PayPal,Riyadh,We are looking for a full stack developer with expertise in machine learning and C++.,machine learning Unix,0
426,Software Engineer,Hewlett Packard,Jeddah,We are looking for a software engineer with expertise in mobile app development and game development.,network security data analysis,0
427,Frontend Developer,IBM,Tabuk,We are looking for a frontend developer with expertise in AWS and Docker.,web development web development,0
428,Game Developer,Google,Khobar,We are looking for a game developer with expertise in SQL and Linux.,python Docker,0
429,Machine Learning Engineer,PayPal,Mecca,We are looking for a machine learning engineer with expertise in cloud computing and Spark.,big data network security,0
430,Database Administrator,Apple,Khobar,We are looking for a database administrator with expertise in game development and firewall.,Ruby on Rails game development,0
431,Network Engineer,Meta,Jubail,We are looking for a network engineer with expertise in machine learning and ethical hacking.,data analysis cybersecurity,1
432,Game Developer,Cisco,Riyadh,We are looking for a game developer with expertise in Flask and software testing.,Django Kotlin,0
433,Network Engineer,VMware,Mecca,We are looking for a network engineer with expertise in firewall and blockchain.,Selenium Docker,0
434,Full Stack Developer,VMware,Medina,We are looking for a full stack developer with expertise in TensorFlow and data analysis.,cloud computing agile,1
435,Web Developer,Zoom,Abha,We are looking for a web developer with expertise in Ruby on Rails and SQL.,AWS Spark,1
436,Full Stack Developer,Meta,Khobar,We are looking for a full stack developer with expertise in Tableau and database management.,Docker big data,0
437,Software Engineer,Oracle,Khobar,We are looking for a software engineer with expertise in Windows Server and firewall.,data analysis Hadoop,0
438,Blockchain Developer,Intel,Abha,We are looking for a blockchain developer with expertise in Unix and Unity.,Tableau big data,0
439,Frontend Developer,SAP,Jeddah,We are looking for a frontend developer with expertise in javascript and Ruby on Rails.,mobile app development game development,0
440,Network Engineer,Facebook,Medina,We are looking for a network engineer with expertise in Docker and game development.,Windows Server VMware,0
441,Network Engineer,Twitter,Jeddah,We are looking for a network engineer with expertise in python and cryptography.,Django Hadoop,0
442,System Administrator,Red Hat,Jeddah,We are looking for a system administrator with expertise in machine learning and Kubernetes.,Unity Unix,0
443,IoT Developer,Apple,Khobar,We are looking for a iot developer with expertise in blockchain and VMware.,big data Ruby on Rails,1
444,AI Specialist,Meta,Jeddah,We are looking for a ai specialist with expertise in Docker and cloud computing.,Java mobile app development,1
445,Mobile App Developer,Snapchat,Dammam,We are looking for a mobile app developer with expertise in IoT development and Spark.,Unity Hadoop,1
446,Frontend Developer,Snapchat,Riyadh,We are looking for a frontend developer with expertise in IoT development and Arduino.,mobile app development javascript,1
447,IoT Developer,VMware,Jubail,We are looking for a iot developer with expertise in Ruby on Rails and SQL.,database management SQL,0
448,Game Developer,Apple,Tabuk,We are looking for a game developer with expertise in Selenium and Unity.,Java SQL,0
449,AI Specialist,Microsoft,Tabuk,We are looking for a ai specialist with expertise in web development and agile.,AWS Unity,1
450,Machine Learning Engineer,Amazon,Tabuk,We are looking for a machine learning engineer with expertise in machine learning and Tableau.,mobile app development firewall,0
451,Network Security Analyst,Google,Medina,We are looking for a network security analyst with expertise in Unity and firewall.,data analysis C++,0
452,Frontend Developer,Facebook,Tabuk,We are looking for a frontend developer with expertise in Unix and cryptography.,cryptography Tableau,0
453,Backend Developer,SAP,Medina,We are looking for a backend developer with expertise in Hadoop and database management.,Docker Selenium,0
454,Software Tester,Intel,Riyadh,We are looking for a software tester with expertise in Windows Server and Java.,blockchain SQL,0
455,Cybersecurity Specialist,Electronic Arts,Taif,We are looking for a cybersecurity specialist with expertise in blockchain and Ruby on Rails.,Hadoop TensorFlow,0
456,IoT Developer,IBM,Abha,We are looking for a iot developer with expertise in javascript and Hadoop.,software testing firewall,0
457,Software Engineer,Meta,Abha,We are looking for a software engineer with expertise in VMware and VMware.,Tableau Spark,0
458,Data Scientist,Cisco,Tabuk,We are looking for a data scientist with expertise in cloud computing and IoT development.,ethical hacking C++,0
459,Cybersecurity Specialist,GitHub,Dammam,We are looking for a cybersecurity specialist with expertise in big data and Windows Server.,cryptography Spark,1
460,Full Stack Developer,SAP,Khobar,We are looking for a full stack developer with expertise in agile and python.,Java penetration testing,0
461,Network Engineer,Cisco,Abha,We are looking for a network engineer with expertise in Selenium and python.,Linux Arduino,1
462,Database Administrator,Cisco,Medina,We are looking for a database administrator with expertise in Unity and Spark.,Unity Tableau,0
463,Software Engineer,Yahoo,Tabuk,We are looking for a software engineer with expertise in game development and IoT development.,Selenium database management,0
464,DevOps Engineer,Meta,Jeddah,We are looking for a devops engineer with expertise in game development and Spark.,database management Unity,1
465,Mobile App Developer,IBM,Mecca,We are looking for a mobile app developer with expertise in firewall and Flask.,TensorFlow cybersecurity,0
466,System Administrator,Yahoo,Mecca,We are looking for a system administrator with expertise in Tableau and Selenium.,Flask data analysis,1
467,AI Specialist,Google,Taif,We are looking for a ai specialist with expertise in web development and Spark.,R neural networks,1
468,Network Security Analyst,IBM,Mecca,We are looking for a network security analyst with expertise in Tableau and Tableau.,VMware machine learning,0
469,Big Data Engineer,Microsoft,Khobar,We are looking for a big data engineer with expertise in Kubernetes and Hadoop.,mobile app development SQL,1
470,Software Engineer,PayPal,Khobar,We are looking for a software engineer with expertise in neural networks and mobile app development.,Ruby on Rails Windows Server,1
471,Game Developer,Apple,Taif,We are looking for a game developer with expertise in Django and ethical hacking.,Unix ethical hacking,1
472,Big Data Engineer,Oracle,Jeddah,We are looking for a big data engineer with expertise in Windows Server and R.,blockchain Tableau,1
473,Software Tester,Red Hat,Dammam,We are looking for a software tester with expertise in Windows Server and Unix.,IoT development Tableau,1
474,Cloud Architect,Electronic Arts,Taif,We are looking for a cloud architect with expertise in cloud computing and C++.,ethical hacking C++,0
475,Cybersecurity Specialist,LinkedIn,Abha,We are looking for a cybersecurity specialist with expertise in database management and mobile app development.,Arduino Selenium,0
476,DevOps Engineer,Hewlett Packard,Medina,We are looking for a devops engineer with expertise in network security and javascript.,SQL VMware,1
477,Software Tester,Amazon,Medina,We are looking for a software tester with expertise in big data and data analysis.,cloud computing Tableau,0
478,Full Stack Developer,Microsoft,Dammam,We are looking for a full stack developer with expertise in Flask and software testing.,network security javascript,0
479,Backend Developer,Yahoo,Riyadh,We are looking for a backend developer with expertise in Java and R.,Spark python,0
480,System Administrator,Amazon,Jubail,We are looking for a system administrator with expertise in firewall and network security.,blockchain Flask,1
481,Data Scientist,Electronic Arts,Riyadh,We are looking for a data scientist with expertise in Linux and Hadoop.,VMware mobile app development,1
482,Frontend Developer,Yahoo,Abha,We are looking for a frontend developer with expertise in Tableau and Unity.,javascript Kotlin,0
483,DevOps Engineer,Apple,Taif,We are looking for a devops engineer with expertise in Flask and Ruby on Rails.,Django Arduino,0
484,Software Tester,Hewlett Packard,Mecca,We are looking for a software tester with expertise in Flask and Django.,network security firewall,1
485,Frontend Developer,GitHub,Taif,We are looking for a frontend developer with expertise in cybersecurity and Docker.,Kotlin cybersecurity,0
486,Database Administrator,Apple,Taif,We are looking for a database administrator with expertise in blockchain and ethical hacking.,Java Django,0
487,Network Security Analyst,Twitter,Jubail,We are looking for a network security analyst with expertise in IoT development and SQL.,big data Flask,0
488,AI Specialist,Facebook,Tabuk,We are looking for a ai specialist with expertise in Spark and neural networks.,Docker Arduino,0
489,Database Administrator,Hewlett Packard,Dammam,We are looking for a database administrator with expertise in Hadoop and IoT development.,network security web development,0
490,Database Administrator,Facebook,Medina,We are looking for a database administrator with expertise in Docker and Unity.,Flask web development,1
491,DevOps Engineer,PayPal,Jubail,We are looking for a devops engineer with expertise in Hadoop and R.,Django Linux,0
492,Network Security Analyst,VMware,Riyadh,We are looking for a network security analyst with expertise in database management and Kotlin.,IoT development Windows Server,1
493,AI Specialist,Dell,Tabuk,We are looking for a ai specialist with expertise in data analysis and cloud computing.,R neural networks,0
494,Software Tester,Snapchat,Abha,We are looking for a software tester with expertise in cybersecurity and web development.,Docker Windows Server,0
495,Full Stack Developer,GitHub,Medina,We are looking for a full stack developer with expertise in Unity and mobile app development.,game development python,0
496,Mobile App Developer,SAP,Medina,We are looking for a mobile app developer with expertise in Kotlin and TensorFlow.,ethical hacking Ruby on Rails,1
497,IoT Developer,Salesforce,Abha,We are looking for a iot developer with expertise in data analysis and Hadoop.,machine learning Arduino,1
498,Mobile App Developer,IBM,Dammam,We are looking for a mobile app developer with expertise in Tableau and cloud computing.,cryptography penetration testing,1
499,Frontend Developer,Yahoo,Abha,We are looking for a frontend developer with expertise in Unity and Docker.,ethical hacking web development,1
500,Backend Developer,LinkedIn,Jeddah,We are looking for a backend developer with expertise in cybersecurity and database management.,SQL Windows Server,0
501,AI Specialist,Intel,Khobar,We are looking for a ai specialist with expertise in data analysis and game development.,penetration testing Flask,1
502,System Administrator,Twitter,Mecca,We are looking for a system administrator with expertise in Windows Server and IoT development.,R mobile app development,1
503,Penetration Tester,Twitter,Taif,We are looking for a penetration tester with expertise in javascript and Unity.,cloud computing penetration testing,0
504,AI Specialist,Oracle,Khobar,We are looking for a ai specialist with expertise in Docker and Flask.,big data cybersecurity,1
505,Web Developer,Salesforce,Tabuk,We are looking for a web developer with expertise in VMware and Tableau.,network security game development,1
